work_year,experience_level,employment_type,job_title,salary,employee_residence,remote_ratio,company_location,company_size
2024,Senior,full-time,Machine Learning Scientist,277000,US,0,US,medium
2024,Senior,full-time,Machine Learning Scientist,173000,US,0,US,medium
2024,Senior,full-time,Machine Learning Engineer,264500,US,1,US,medium
2024,Senior,full-time,Machine Learning Engineer,165600,US,1,US,medium
2024,Senior,full-time,Business Intelligence,194000,US,1,US,medium
2024,Senior,full-time,Business Intelligence,168000,US,1,US,medium
2024,Mid,full-time,Data Engineer,90000,US,0,US,medium
2024,Mid,full-time,Data Engineer,70000,US,0,US,medium
2024,Junior,full-time,Data Scientist,137000,US,0,US,medium
2024,Junior,full-time,Data Scientist,60400,US,0,US,medium
2024,Experienced,full-time,Data Science,197689,US,0,US,medium
2024,Experienced,full-time,Data Science,152311,US,0,US,medium
2024,Experienced,full-time,Research Analyst,209500,US,0,US,medium
2024,Experienced,full-time,Research Analyst,147500,US,0,US,medium
2024,Senior,full-time,Data Engineer,170000,US,1,US,medium
2024,Senior,full-time,Data Engineer,146000,US,1,US,medium
2024,Senior,full-time,Machine Learning Engineer,220600,US,0,US,medium
2024,Senior,full-time,Machine Learning Engineer,140100,US,0,US,medium
2024,Senior,full-time,AI Engineer,236872,US,0,US,medium
2024,Senior,full-time,AI Engineer,148045,US,0,US,medium
2024,Mid,full-time,Data Science Engineer,143896,US,0,US,medium
2024,Mid,full-time,Data Science Engineer,99208,US,0,US,medium
2024,Senior,full-time,Applied Scientist,250000,US,0,US,medium
2024,Senior,full-time,Applied Scientist,160000,US,0,US,medium
2024,Senior,full-time,ML Engineer,200000,US,0,US,medium
2024,Senior,full-time,ML Engineer,25000,US,0,US,medium
2024,Senior,full-time,Data Engineer,137500,US,0,US,medium
2024,Senior,full-time,Data Engineer,81500,US,0,US,medium
2024,Experienced,full-time,Data Science,209700,US,0,US,medium
2024,Experienced,full-time,Data Science,161300,US,0,US,medium
2024,Senior,full-time,Data Scientist,249000,US,0,US,medium
2024,Senior,full-time,Data Scientist,216000,US,0,US,medium
2024,Senior,full-time,Data Engineer,170040,US,0,US,medium
2024,Senior,full-time,Data Engineer,113360,US,0,US,medium
2024,Mid,full-time,Machine Learning Operations Engineer,178250,US,0,US,medium
2024,Mid,full-time,Machine Learning Operations Engineer,110500,US,0,US,medium
2024,Junior,full-time,Data Analyst,83300,US,0,US,medium
2024,Junior,full-time,Data Analyst,47500,US,0,US,medium
2024,Senior,full-time,Data Scientist,200000,US,1,US,medium
2024,Senior,full-time,Data Scientist,148500,US,1,US,medium
2024,Senior,full-time,Data Architect,138000,US,0,US,medium
2024,Senior,full-time,Data Architect,120000,US,0,US,medium
2024,Senior,full-time,Research Scientist,250000,US,0,US,medium
2024,Senior,full-time,Research Scientist,200000,US,0,US,medium
2024,Senior,full-time,Data Engineer,110000,US,1,US,medium
2024,Senior,full-time,Data Engineer,90000,US,1,US,medium
2024,Mid,full-time,Data Engineer,142000,US,1,US,medium
2024,Mid,full-time,Data Engineer,129500,US,1,US,medium
2024,Mid,full-time,Data Product Manager,210554,US,0,US,medium
2024,Mid,full-time,Data Product Manager,131596,US,0,US,medium
2024,Senior,full-time,Data Engineer,170000,US,0,US,medium
2024,Senior,full-time,Data Engineer,130000,US,0,US,medium
2024,Senior,full-time,Data Engineer,159550,US,0,US,medium
2024,Senior,full-time,Data Engineer,113000,US,0,US,medium
2024,Mid,full-time,Data Engineer,135000,US,0,US,medium
2024,Mid,full-time,Data Engineer,100000,US,0,US,medium
2024,Mid,full-time,Machine Learning Engineer,245400,US,0,US,medium
2024,Mid,full-time,Machine Learning Engineer,139000,US,0,US,medium
2024,Senior,full-time,Data Engineer,190000,US,0,US,medium
2024,Senior,full-time,Data Engineer,167000,US,0,US,medium
2024,Senior,full-time,Machine Learning Engineer,304000,US,0,US,medium
2024,Senior,full-time,Machine Learning Engineer,244000,US,0,US,medium
2024,Junior,full-time,Data Analyst,62500,US,0,US,medium
2024,Junior,full-time,Data Analyst,55000,US,0,US,medium
2024,Senior,full-time,Data Scientist,247600,US,0,US,large
2024,Senior,full-time,Data Scientist,127300,US,0,US,large
2024,Senior,full-time,Data Science,210000,US,0,US,medium
2024,Senior,full-time,Data Science,170000,US,0,US,medium
2024,Mid,full-time,Applied Scientist,222200,US,0,US,large
2024,Mid,full-time,Applied Scientist,136000,US,0,US,large
2024,Mid,full-time,Research Analyst,200000,US,1,US,medium
2024,Mid,full-time,Research Analyst,151300,US,1,US,medium
2024,Mid,full-time,Data Scientist,110000,US,1,US,medium
2024,Mid,full-time,Data Scientist,90000,US,1,US,medium
2024,Junior,full-time,Data Analyst,156000,US,0,US,medium
2024,Junior,full-time,Data Analyst,94000,US,0,US,medium
2024,Mid,full-time,Research Scientist,212800,US,0,US,large
2024,Mid,full-time,Research Scientist,124100,US,0,US,large
2024,Mid,full-time,Analytics Engineer,195000,US,0,US,medium
2024,Mid,full-time,Analytics Engineer,140000,US,0,US,medium
2024,Senior,full-time,Data Management Analyst,199068,US,0,US,medium
2024,Senior,full-time,Data Management Analyst,150000,US,0,US,medium
2024,Experienced,full-time,Data Science,250900,US,0,US,medium
2024,Experienced,full-time,Data Science,173100,US,0,US,medium
2024,Mid,full-time,Data Analyst,95000,US,0,US,medium
2024,Mid,full-time,Data Analyst,80000,US,0,US,medium
2024,Junior,full-time,Data Scientist,66666,FR,0,FR,medium
2024,Junior,full-time,Data Scientist,44444,FR,0,FR,medium
2024,Senior,full-time,Data Engineer,138000,US,0,US,medium
2024,Senior,full-time,Data Engineer,86000,US,0,US,medium
2024,Senior,full-time,AI Engineer,186754,US,0,US,medium
2024,Senior,full-time,AI Engineer,101000,US,0,US,medium
2024,Senior,full-time,Data Scientist,234000,US,0,US,medium
2024,Senior,full-time,Data Scientist,146000,US,0,US,medium
2024,Mid,full-time,Research Scientist,96200,US,1,US,medium
2024,Mid,full-time,Research Scientist,69800,US,1,US,medium
2024,Senior,full-time,Encounter Data Management Professional,96200,US,1,US,medium
2024,Senior,full-time,Encounter Data Management Professional,69800,US,1,US,medium
2024,Senior,full-time,Business Intelligence,170000,US,0,US,medium
2024,Senior,full-time,Business Intelligence,150000,US,0,US,medium
2024,Mid,full-time,Data Engineer,157500,US,0,US,medium
2024,Mid,full-time,Data Engineer,149900,US,0,US,medium
2024,Senior,full-time,Data Analyst,169000,US,0,US,medium
2024,Senior,full-time,Data Analyst,105000,US,0,US,medium
2024,Senior,full-time,Data Engineer,148017,US,1,US,medium
2024,Senior,full-time,Data Engineer,87069,US,1,US,medium
2024,Mid,full-time,Data Specialist,106336,CA,0,CA,medium
2024,Mid,full-time,Data Specialist,83150,CA,0,CA,medium
2024,Mid,full-time,Data Analytics Specialist,130000,US,1,US,medium
2024,Mid,full-time,Data Analytics Specialist,91000,US,1,US,medium
2024,Senior,full-time,Data Analyst,149925,US,0,US,medium
2024,Senior,full-time,Data Analyst,91260,US,0,US,medium
2024,Senior,full-time,ML Engineer,185000,US,0,US,medium
2024,Senior,full-time,ML Engineer,25000,US,0,US,medium
2024,Senior,full-time,Data Scientist,155000,US,1,US,medium
2024,Senior,full-time,Data Scientist,120000,US,1,US,medium
2024,Senior,full-time,ML Engineer,209700,US,0,US,medium
2024,Senior,full-time,ML Engineer,144600,US,0,US,medium
2024,Senior,full-time,Data Architect,175000,US,0,US,medium
2024,Senior,full-time,Data Architect,117000,US,0,US,medium
2024,Mid,full-time,Data Analyst,77280,US,0,US,medium
2024,Mid,full-time,Data Analyst,58000,US,0,US,medium
2024,Senior,full-time,Data Engineer,170200,US,1,US,medium
2024,Senior,full-time,Data Engineer,125800,US,1,US,medium
2024,Senior,full-time,Data Architect,202730,US,1,US,medium
2024,Senior,full-time,Data Architect,92118,US,1,US,medium
2024,Mid,full-time,Data Analyst,125000,US,1,US,medium
2024,Mid,full-time,Data Analyst,100000,US,1,US,medium
2024,Senior,full-time,Applied Scientist,200000,US,1,US,medium
2024,Senior,full-time,Applied Scientist,160000,US,1,US,medium
2024,Mid,full-time,Data Scientist,157144,US,0,US,medium
2024,Mid,full-time,Data Scientist,93101,US,0,US,medium
2024,Senior,full-time,Data Scientist,160769,CA,0,CA,medium
2024,Senior,full-time,Data Scientist,115384,CA,0,CA,medium
2024,Senior,full-time,Applied Scientist,260000,US,0,US,large
2024,Senior,full-time,Applied Scientist,136000,US,0,US,large
2024,Senior,full-time,Machine Learning Engineer,189000,US,0,US,medium
2024,Senior,full-time,Machine Learning Engineer,145400,US,0,US,medium
2024,Senior,full-time,Data Architect,200070,CA,0,CA,medium
2024,Senior,full-time,Data Architect,107730,CA,0,CA,medium
2024,Senior,full-time,Data Engineer,154000,US,0,US,medium
2024,Senior,full-time,Data Engineer,103000,US,0,US,medium
2024,Experienced,full-time,Head of Data,223000,US,0,US,medium
2024,Experienced,full-time,Head of Data,205000,US,0,US,medium
2024,Senior,full-time,Data Analyst,209000,US,0,US,medium
2024,Senior,full-time,Data Analyst,120000,US,0,US,medium
2024,Mid,full-time,Machine Learning Engineer,200000,CA,0,CA,medium
2024,Mid,full-time,Machine Learning Engineer,160000,CA,0,CA,medium
2024,Mid,full-time,Data Scientist,110000,US,1,US,medium
2024,Mid,full-time,Data Scientist,90000,US,1,US,medium
2024,Senior,full-time,Data Scientist,252000,US,0,US,medium
2024,Senior,full-time,Data Scientist,168000,US,0,US,medium
2024,Mid,full-time,Applied Scientist,222200,US,0,US,large
2024,Mid,full-time,Applied Scientist,136000,US,0,US,large
2024,Senior,full-time,Data Analytics Lead,250000,US,1,US,medium
2024,Senior,full-time,Data Scientist,130000,US,1,US,medium
2024,Mid,full-time,Data Scientist,150000,US,0,US,medium
2024,Mid,full-time,Data Scientist,127500,US,0,US,medium
2024,Junior,full-time,Business Intelligence Analyst,142136,US,0,US,medium
2024,Junior,full-time,Business Intelligence Analyst,123596,US,0,US,medium
2024,Mid,full-time,Data Scientist,285200,US,1,US,medium
2024,Mid,full-time,Data Scientist,168600,US,1,US,medium
2024,Senior,full-time,Data Scientist,223500,US,0,US,medium
2024,Senior,full-time,Data Scientist,109100,US,0,US,medium
2024,Junior,full-time,Data Analyst,64500,US,0,US,medium
2024,Junior,full-time,Data Analyst,46500,US,0,US,medium
2024,Senior,full-time,Data Engineer,180500,US,0,US,medium
2024,Senior,full-time,Data Engineer,96200,US,0,US,medium
2024,Mid,full-time,Data Analyst,86940,US,0,US,medium
2024,Mid,full-time,Data Analyst,66000,US,0,US,medium
2024,Mid,full-time,Data Analyst,77280,US,0,US,medium
2024,Mid,full-time,Data Analyst,58000,US,0,US,medium
2024,Senior,full-time,Data Specialist,51772,GB,0,GB,medium
2024,Senior,full-time,Data Specialist,47778,GB,0,GB,medium
2024,Senior,full-time,Data Manager,166000,US,0,US,medium
2024,Senior,full-time,Data Manager,104000,US,0,US,medium
2024,Junior,full-time,Data Analyst,97000,US,0,US,medium
2024,Junior,full-time,Data Analyst,62000,US,0,US,medium
2024,Mid,full-time,Machine Learning Scientist,176000,US,0,US,medium
2024,Mid,full-time,Machine Learning Scientist,72700,US,0,US,medium
2024,Mid,full-time,Data Science,42457,ZA,0,ZA,medium
2024,Mid,full-time,Data Science,39245,ZA,0,ZA,medium
2024,Junior,full-time,Research Scientist,170500,US,1,US,medium
2024,Junior,full-time,Research Scientist,123200,US,1,US,medium
2024,Senior,full-time,Machine Learning Engineer,296400,US,0,US,medium
2024,Senior,full-time,Machine Learning Engineer,159600,US,0,US,medium
2024,Senior,full-time,Applied Scientist,158200,US,0,US,medium
2024,Senior,full-time,Applied Scientist,79000,US,0,US,medium
2024,Senior,full-time,Data Scientist,153000,NZ,0,NZ,medium
2024,Senior,full-time,Data Scientist,135000,NZ,0,NZ,medium
2024,Mid,full-time,Data Scientist,145000,US,0,US,medium
2024,Mid,full-time,Data Scientist,125000,US,0,US,medium
2024,Experienced,full-time,Head of Data,230000,US,1,US,medium
2024,Experienced,full-time,Head of Data,200000,US,1,US,medium
2024,Senior,full-time,Machine Learning Engineer,278000,US,0,US,medium
2024,Senior,full-time,Machine Learning Engineer,196000,US,0,US,medium
2024,Senior,full-time,Data Engineer,140000,US,1,US,medium
2024,Senior,full-time,Data Engineer,100000,US,1,US,medium
2024,Mid,full-time,Data Scientist,45000,AR,1,AR,medium
2024,Mid,full-time,Data Scientist,30000,AR,1,AR,medium
2024,Senior,full-time,Data Scientist,218000,US,0,US,medium
2024,Senior,full-time,Data Scientist,145000,US,0,US,medium
2024,Senior,full-time,Data Analyst,100000,US,0,US,medium
2024,Senior,full-time,Data Analyst,86220,US,0,US,medium
2024,Mid,full-time,Data Engineer,190000,US,0,US,medium
2024,Mid,full-time,Data Engineer,150000,US,0,US,medium
2024,Mid,full-time,Business Intelligence,110000,US,0,US,medium
2024,Mid,full-time,Business Intelligence,95000,US,0,US,medium
2024,Senior,full-time,Data Science,110000,US,0,US,medium
2024,Senior,full-time,Data Science,90000,US,0,US,medium
2024,Mid,full-time,Data Engineer,140000,US,0,US,medium
2024,Mid,full-time,Data Engineer,110000,US,0,US,medium
2024,Mid,full-time,Data Analyst,80000,US,1,US,medium
2024,Mid,full-time,Data Analyst,50000,US,1,US,medium
2024,Senior,full-time,Data Analyst,180000,US,1,US,medium
2024,Senior,full-time,Data Analyst,130000,US,1,US,medium
2024,Senior,full-time,Data Engineer,200000,US,0,US,medium
2024,Senior,full-time,Data Engineer,147000,US,0,US,medium
2024,Senior,full-time,Data Analyst,148000,US,0,US,medium
2024,Senior,full-time,Data Analyst,125000,US,0,US,medium
2024,Senior,full-time,Data Scientist,150000,US,0,US,medium
2024,Senior,full-time,Data Scientist,110000,US,0,US,medium
2024,Senior,full-time,Data Analyst,245400,US,1,US,medium
2024,Senior,full-time,Data Analyst,135800,US,1,US,medium
2024,Experienced,full-time,Business Intelligence,200000,US,0,US,medium
2024,Experienced,full-time,Business Intelligence,175000,US,0,US,medium
2024,Senior,full-time,Applied Scientist,249700,US,1,US,medium
2024,Senior,full-time,Applied Scientist,156300,US,1,US,medium
2024,Senior,full-time,Data Architect,190000,US,1,US,medium
2024,Senior,full-time,Data Architect,140000,US,1,US,medium
2024,Senior,full-time,Machine Learning Engineer,220000,US,0,US,medium
2024,Junior,full-time,Data Engineer,38888,ES,0,ES,medium
2024,Junior,full-time,Data Engineer,30000,ES,0,ES,medium
2024,Senior,full-time,Machine Learning Engineer,280000,US,1,US,medium
2024,Senior,full-time,Machine Learning Engineer,184000,US,1,US,medium
2024,Mid,full-time,Data Analyst,174000,US,0,US,medium
2024,Mid,full-time,Data Analyst,132000,US,0,US,medium
2024,Senior,full-time,Analytics Engineer,170000,US,0,US,medium
2024,Senior,full-time,Machine Learning Engineer,200000,US,0,US,medium
2024,Senior,full-time,Machine Learning Engineer,160000,US,0,US,medium
2024,Senior,full-time,Data Scientist,150000,US,0,US,medium
2024,Senior,full-time,Data Scientist,111000,US,0,US,medium
2024,Senior,full-time,Machine Learning Engineer,280000,US,1,US,medium
2024,Senior,full-time,Machine Learning Engineer,184000,US,1,US,medium
2024,Senior,full-time,Machine Learning Engineer,302900,US,0,US,medium
2024,Senior,full-time,Machine Learning Engineer,302900,US,0,US,medium
2024,Mid,full-time,Data Engineer,179500,US,0,US,medium
2024,Mid,full-time,Data Engineer,149500,US,0,US,medium
2024,Senior,full-time,Data Architect,238000,US,1,US,medium
2024,Senior,full-time,Data Architect,149000,US,1,US,medium
2024,Senior,full-time,Data Scientist,190000,US,0,US,medium
2024,Senior,full-time,Data Scientist,148000,US,0,US,medium
2024,Senior,full-time,Data Modeler,162225,US,0,US,medium
2024,Senior,full-time,Data Modeler,139050,US,0,US,medium
2024,Senior,full-time,Data Engineer,190000,US,1,US,medium
2024,Senior,full-time,Data Engineer,105301,US,1,US,medium
2024,Senior,full-time,Data Scientist,180000,US,0,US,medium
2024,Senior,full-time,Data Scientist,139000,US,0,US,medium
2024,Senior,full-time,Data Analyst,62500,GB,0,GB,medium
2024,Senior,full-time,Data Analyst,55000,GB,0,GB,medium
2024,Senior,full-time,Machine Learning Engineer,252000,US,0,US,medium
2024,Senior,full-time,Machine Learning Engineer,168000,US,0,US,medium
2024,Mid,full-time,Data Engineer,85000,US,0,US,medium
2024,Mid,full-time,Data Engineer,74880,US,0,US,medium
2024,Senior,full-time,Machine Learning Engineer,260000,US,0,US,medium
2024,Senior,full-time,Machine Learning Engineer,160000,US,0,US,medium
2024,Senior,full-time,Data Engineer,190000,US,1,US,medium
2024,Senior,full-time,Data Engineer,150000,US,1,US,medium
2024,Mid,full-time,Research Engineer,234000,US,0,US,medium
2024,Mid,full-time,Research Engineer,176000,US,0,US,medium
2024,Mid,full-time,Data Engineer,125000,US,1,US,medium
2024,Mid,full-time,Data Engineer,100000,US,1,US,medium
2024,Senior,full-time,ML Engineer,155000,US,0,US,medium
2024,Senior,full-time,ML Engineer,100000,US,0,US,medium
2024,Senior,full-time,Data Analyst,170000,CA,1,CA,medium
2024,Senior,full-time,Data Analyst,130000,CA,1,CA,medium
2024,Mid,full-time,Data Engineer,184000,US,0,US,medium
2024,Mid,full-time,Data Engineer,123000,US,0,US,medium
2024,Senior,full-time,Data Modeler,140000,US,1,US,medium
2024,Senior,full-time,Data Modeler,130000,US,1,US,medium
2024,Mid,full-time,Data Scientist,159550,US,0,US,medium
2024,Mid,full-time,Data Scientist,113000,US,0,US,medium
2024,Senior,full-time,Data Scientist,222300,FR,0,FR,medium
2024,Senior,full-time,Data Scientist,119700,FR,0,FR,medium
2024,Senior,full-time,ML Engineer,120000,US,0,US,medium
2024,Senior,full-time,ML Engineer,75000,US,0,US,medium
2024,Senior,full-time,AI Scientist,166000,US,0,US,medium
2024,Senior,full-time,AI Scientist,110781,US,0,US,medium
2024,Mid,full-time,Data Scientist,121500,US,1,US,medium
2024,Mid,full-time,Data Scientist,88200,US,1,US,medium
2024,Junior,part-time,Data Science,63162,US,0,US,medium
2024,Junior,part-time,Data Science,37154,US,0,US,medium
2024,Senior,full-time,Data Scientist,195800,US,0,US,medium
2024,Senior,full-time,Data Scientist,161900,US,0,US,medium
2024,Senior,full-time,Data Analyst,142166,US,0,US,medium
2024,Senior,full-time,Data Analyst,88854,US,0,US,medium
2024,Junior,full-time,Business Intelligence Developer,137000,US,0,US,medium
2024,Junior,full-time,Business Intelligence Developer,60400,US,0,US,medium
